"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Arhgap5",0.00626900741906224,2.09777950574913,0.462,0.114,1,"2","Arhgap5"
"Ormdl1",0.00630999734277844,2.94051684346288,0.308,0.045,1,"2","Ormdl1"
"Cd164",0.00630999734277844,3.03864918463588,0.308,0.045,1,"2","Cd164"
"Adamts18",0.00630999734277844,4.21783921471345,0.308,0.045,1,"2","Adamts18"
"Ppan",0.00630999734277844,3.35395942128769,0.308,0.045,1,"2","Ppan"
"Ivns1abp",0.00672127766815602,1.37846420783717,0.615,0.227,1,"2","Ivns1abp"
"Lnpk",0.00676287708630171,2.51346722572031,0.462,0.136,1,"2","Lnpk"
"Rcn1",0.0070278935297393,2.27574048472112,0.308,0.045,1,"2","Rcn1"
"Ino80",0.0070278935297393,3.30947948573331,0.308,0.045,1,"2","Ino80"
"Htra2",0.0070278935297393,3.37922529885797,0.308,0.045,1,"2","Htra2"
"Ash1l",0.00717862863908685,2.05929841517187,0.538,0.182,1,"2","Ash1l"
"Asphd2",0.00732615974890316,2.97154426665711,0.385,0.091,1,"2","Asphd2"
"Xrcc6",0.00732615974890316,3.29056078856654,0.385,0.091,1,"2","Xrcc6"
"Chmp1a",0.00732671415350337,1.8787227863769,0.462,0.136,1,"2","Chmp1a"
"Thoc2",0.00736916731237982,1.79338217000968,0.692,0.341,1,"2","Thoc2"
"Rpl14",0.0077311746192815,1.15586620929237,0.846,0.682,1,"2","Rpl14"
"Hspa4l",0.00781830278767967,2.17829564131324,0.308,0.045,1,"2","Hspa4l"
"Zdhhc4",0.00781830278767967,2.92185268877997,0.308,0.045,1,"2","Zdhhc4"
"Paip2b",0.00781830278767967,2.53165486922471,0.308,0.045,1,"2","Paip2b"
"Lnpep",0.00781830278767967,2.9315028882063,0.308,0.045,1,"2","Lnpep"
"Mydgf",0.00781830278767967,2.96868559995757,0.308,0.045,1,"2","Mydgf"
"Nsmce4a",0.00798963805401339,0.241876701117782,0.538,0.136,1,"2","Nsmce4a"
"Tpp2",0.00800922909346916,2.70204720655744,0.385,0.091,1,"2","Tpp2"
"Mt2",0.00800922909346916,1.80412700324985,0.385,0.091,1,"2","Mt2"
"Acot1",0.00800922909346916,2.50692620910928,0.385,0.091,1,"2","Acot1"
"Oard1",0.00800922909346916,2.99762524619388,0.385,0.091,1,"2","Oard1"
"Hist1h2ap",0.00803633197758548,1.96207325475476,0.462,0.114,1,"2","Hist1h2ap"
"Kif21a",0.00832763464661428,1.61331211369253,0.615,0.295,1,"2","Kif21a"
"Golga4",0.00858248731219915,2.45231093458078,0.462,0.136,1,"2","Golga4"
"Supt20",0.00858806931786217,1.92811892384993,0.538,0.205,1,"2","Supt20"
"Tmed5",0.00868744106191123,1.56821914852219,0.308,0.045,1,"2","Tmed5"
"2410131K14Rik",0.00868744106191123,3.06956944007135,0.308,0.045,1,"2","2410131K14Rik"
"Polg",0.00868744106191123,1.96843417151056,0.308,0.045,1,"2","Polg"
"Sox6",0.00868744106191123,2.36987266754483,0.308,0.045,1,"2","Sox6"
"Fcf1",0.00868744106191123,1.70944244282954,0.308,0.045,1,"2","Fcf1"
"Cks1b",0.00871772446462226,1.4326420189614,0.462,0.114,1,"2","Cks1b"
"Phgdh",0.00874877872517517,2.54761626565526,0.385,0.091,1,"2","Phgdh"
"Tufm",0.00874877872517517,2.50592677894152,0.385,0.091,1,"2","Tufm"
"Rpl8",0.00885224064068946,0.809912953788891,0.923,0.75,1,"2","Rpl8"
"Capns1",0.00917509441722685,1.18314518518599,0.538,0.159,1,"2","Capns1"
"Qk",0.00923326181988253,2.09445410449363,0.692,0.318,1,"2","Qk"
"Pten",0.00927982913475563,2.69560111455842,0.462,0.136,1,"2","Pten"
"Preb",0.00954876032140111,2.47742456939278,0.385,0.091,1,"2","Preb"
"Mum1",0.00954876032140111,2.36957771978199,0.385,0.091,1,"2","Mum1"
"Eml5",0.00954876032140111,2.34244893395461,0.385,0.091,1,"2","Eml5"
"Faap100",0.0096419328963787,2.55334384512722,0.308,0.045,1,"2","Faap100"
"Apobec3",0.0096419328963787,2.42939204996626,0.308,0.045,1,"2","Apobec3"
"Psat1",0.0096419328963787,2.17749604405897,0.308,0.045,1,"2","Psat1"
